arquivo,tipo,categoria,qualidade,orientacao,uso,alt,flags,data,largura,altura,mb,segundos,rotacao,sequencia
20251204_163503.jpg,foto,outro,4,retrato,galeria,Réplica de Fórmula 1 em vista frontal ampla com decoração da loja,bagunca-no-fundo;sequencia-parecida,20251204,4080,3060,3.6,,,S051
20251204_163510.jpg,foto,outro,4,retrato,galeria,Réplica de Fórmula 1 em vista frontal em ângulo diferente,bagunca-no-fundo;sequencia-parecida,20251204,4080,3060,3.5,,,S051
20251219_190818.mp4,video,som-acessorios,4,retrato,bloco-servico,Homem descendo de picape usando estribo eletrico retratil,rosto-visivel;vertical,20251219,1280,720,16.7,11,-90,S105
20251219_191023.mp4,video,outro,3,retrato,galeria,SUV Mitsubishi Triton na frente com placa The Dark Film em ambiente noturno,vertical,20251219,1280,720,10.0,6,-90,S052
20260130_111550.mp4,video,pelicula-arquitetonica,5,retrato,hero-video,Instalador aplicando pelicula em janela residencial com vista para morro,rosto-visivel;vertical,20260130,1280,720,6.9,4,-90,S072
20260130_112558.jpg,foto,pelicula-arquitetonica,3,retrato,pagina-pelicula,Casa moderna com grandes janelas de vidro escurecido vista da rua,nenhum,20260130,4080,3060,2.4,,,S073
20260204_160816.jpg,foto,outro,3,retrato,galeria,SUV preto customizado de traseira com placa visível e pessoa ao fundo,placa-visivel;rosto-visivel;bagunca-no-fundo,20260204,4080,3060,3.5,,,S054
20260204_160827.jpg,foto,outro,4,retrato,galeria,Detalhe de lanterna traseira e paralama de SUV preto customizado,reflexo-forte,20260204,4080,3060,3.1,,,S054
20260204_160912(1).jpg,foto,outro,4,retrato,galeria,SUV preto customizado de frente com caixas da 3M ao fundo na loja,placa-visivel;bagunca-no-fundo;sequencia-parecida,20260204,4080,3060,3.5,,,S054
20260204_160912.jpg,foto,outro,4,retrato,descartar,SUV preto customizado de frente com caixas da 3M ao fundo (duplicata),placa-visivel;bagunca-no-fundo;sequencia-parecida,20260204,4080,3060,3.5,,,S054
20260214_121844.jpg,foto,som-acessorios,4,retrato,pagina-som,Central multimídia instalada em painel; vitrine de produtos de som ao fundo,bagunca-no-fundo,20260214,4080,3060,3.2,,,S106
20260214_121857.jpg,foto,som-acessorios,4,retrato,galeria,Central multimídia mostrando tela de pareamento com Android Auto,bagunca-no-fundo;sequencia-parecida,20260214,4080,3060,3.1,,,S106
20260214_121918.jpg,foto,som-acessorios,3,retrato,pagina-som,Painel de carro com central multimídia e vitrine da loja ao fundo,bagunca-no-fundo,20260214,4080,3060,3.3,,,S106
20260214_121928.jpg,foto,som-acessorios,3,retrato,pagina-som,Painel de carro com central multimídia e GPS; placa decorativa ao fundo,bagunca-no-fundo;sequencia-parecida,20260214,4080,3060,2.8,,,S106
20260214_121942.jpg,foto,som-acessorios,3,retrato,pagina-som,Interior de carro com central multimídia e decoração retrô ao fundo,bagunca-no-fundo;sequencia-parecida,20260214,4080,3060,2.9,,,S106
20260214_195020.jpg,foto,outro,4,retrato,galeria,Sedã azul antigo exposto na loja; mural com furgões ao fundo; placa visível,placa-visivel,20260214,4080,3060,3.3,,,S055
20260214_195447.jpg,foto,outro,3,retrato,galeria,Capo de fusca antigo azul refletindo luzes da oficina,nenhum,20260214,3264,2448,2.0,,,S055
20260214_195505.jpg,foto,outro,4,retrato,galeria,Fusca antigo azul visto de tras dentro da oficina com bicicletas na parede,placa-visivel,20260214,3264,2448,2.0,,,S055
20260214_195543.jpg,foto,loja-fachada,4,paisagem,hero,Interior da oficina com fusca azul kombi branca e jipe antigo expostos,placa-visivel,20260214,3264,2448,2.2,,,S015
20260320_112807.jpg,foto,som-acessorios,2,retrato,descartar,Central multimidia escura instalada em painel de carro compacto,escura,20260320,3264,2448,2.3,,,S107
20260320_112828(1).jpg,foto,som-acessorios,3,retrato,pagina-som,Painel de carro Fiat com central multimidia instalada e barra vermelha no teto,nenhum,20260320,3264,2448,2.2,,,S107
20260320_112828.jpg,foto,som-acessorios,3,retrato,descartar,Repeticao do painel de Fiat com central multimidia instalada,sequencia-parecida,20260320,3264,2448,2.2,,,S107
20260320_112836.jpg,foto,som-acessorios,3,paisagem,pagina-som,Painel de SUV com central multimidia instalada exibindo radio FM,nenhum,20260320,3264,2448,2.2,,,S107
20260323_123440.jpg,foto,som-acessorios,4,retrato,pagina-som,Central multimidia grande instalada em painel de veiculo exibindo radio FM,nenhum,20260323,4080,3060,3.1,,,S108
20260323_123920(1).jpg,foto,som-acessorios,4,retrato,descartar,Repeticao da central multimidia instalada no veiculo,sequencia-parecida,20260323,4080,3060,2.7,,,S108
20260323_123920.jpg,foto,som-acessorios,4,retrato,descartar,Repeticao da central multimidia instalada no veiculo,sequencia-parecida,20260323,4080,3060,2.7,,,S108
20260323_133931.mp4,video,som-acessorios,4,retrato,bloco-servico,Tela multimidia mostrando camera 360 do carro no piso xadrez da loja,vertical,20260323,1280,720,23.0,15,-90,S109
20260402_003044.jpg,foto,outro,4,retrato,galeria,Land Rover Defender azul exposto na oficina com mural de kombis ao fundo,nenhum,20260402,4080,3060,3.5,,,S056
20260402_003234.jpg,foto,outro,4,retrato,galeria,Land Rover Defender visto de tras dentro da oficina,sequencia-parecida,20260402,3264,2448,2.4,,,S056
20260402_003855.mp4,video,outro,4,retrato,galeria,Land Rover Defender azul na frente com placa The Dark Film video curto,muito-curto;vertical,20260402,1280,720,3.2,2,-90,S056
20260402_004111.jpg,foto,outro,5,retrato,hero,Land Rover Defender visto de tras com lanterna acesa e estepe grande,sequencia-parecida,20260402,4080,3060,3.4,,,S056
20260402_012820.mp4,video,outro,3,retrato,descartar,Vidro traseiro de Defender visto de dentro sem acao parado,vertical,20260402,1280,720,12.9,8,-90,S057
20260418_014422.mp4,video,pelicula-automotiva,3,retrato,bloco-servico,Dodge Challenger preto farol e para-brisa escurecido reflexos da loja,vertical,20260418,1280,720,8.7,5,-90,S092
20260418_014434.mp4,video,envelopamento,3,retrato,galeria,Camaro/Challenger preto com friso branco e vermelho DOMLUC e placa visivel,placa-visivel;vertical,20260418,1280,720,18.6,12,-90,S004
20260418_014703.jpg,foto,outro,4,retrato,galeria,Chevrolet Camaro preto exposto na oficina com friso branco e vermelho no capo,placa-visivel,20260418,4080,3060,3.5,,,S058
20260418_014734.jpg,foto,outro,4,retrato,galeria,Chevrolet Camaro preto em outro angulo dentro da oficina,placa-visivel;sequencia-parecida,20260418,4080,3060,3.1,,,S058
20260418_020303.jpg,foto,outro,3,paisagem,galeria,Chevrolet Camaro preto estacionado ao lado de kombi branca na oficina,placa-visivel,20260418,3264,2448,2.1,,,S059
20260429_121713.jpg,foto,outro,4,retrato,galeria,Jeep Renegade cinza exposto na oficina com mural de kombis ao fundo,placa-visivel,20260429,4080,3060,3.6,,,S060
20260429_121756.jpg,foto,outro,3,retrato,galeria,Jeep Renegade cinza visto de tras dentro da oficina,placa-visivel;sequencia-parecida,20260429,4080,3060,3.1,,,S060
20260429_121806.jpg,foto,outro,4,paisagem,galeria,Jeep Renegade cinza exposto na oficina em luz natural,placa-visivel;sequencia-parecida,20260429,3264,2448,2.4,,,S060
20260512_161748.jpg,foto,outro,3,paisagem,descartar,Painel de BMW original com volante multifuncional e tela multimidia de fabrica,nenhum,20260512,3264,2448,2.1,,,S061
20260512_161759.jpg,foto,pelicula-automotiva,5,retrato,pagina-pelicula,Adesivo do The Dark Film no vidro avisando para nao abrir janelas por 24 horas,nenhum,20260512,4080,3060,2.7,,,S093
20260512_161817.jpg,foto,pelicula-automotiva,4,retrato,antes-depois,BMW preto com porta aberta mostrando interior vermelho apos aplicacao de pelicula,nenhum,20260512,3264,2448,2.0,,,S093
20260512_161856.jpg,foto,pelicula-automotiva,4,retrato,antes-depois,BMW preto visto de tras com vidros escurecidos na oficina,placa-visivel,20260512,3264,2448,2.1,,,S093
20260523_142335(1).mp4,video,pelicula-arquitetonica,3,retrato,bloco-servico,Instalador medindo e fixando painel de vidro em fachada escada ao lado,vertical,20260523,1280,720,13.5,9,-90,S074
20260523_142335.mp4,video,pelicula-arquitetonica,3,retrato,bloco-servico,Mesma cena de instalacao de vidro em fachada duplicado,vertical,20260523,1280,720,13.5,9,-90,S074
20260523_142434.mp4,video,pelicula-arquitetonica,4,retrato,bloco-servico,Painel grande de vidro com marcacoes de aplicacao em deposito/oficina,vertical,20260523,1280,720,7.0,4,-90,S074
20260523_163854.jpg,foto,pelicula-arquitetonica,4,retrato,pagina-pelicula,Fachada de vidro de loja em obra para aplicacao de pelicula arquitetonica,bagunca-no-fundo,20260523,4080,3060,3.1,,,S075
20260523_163908.mp4,video,pelicula-arquitetonica,4,retrato,hero-video,Equipe instalando pelicula grande em vidro de guarda-corpo de praca de alimentacao,rosto-visivel;vertical,20260523,1280,720,13.4,9,-90,S075
20260523_163948.mp4,video,pelicula-arquitetonica,4,retrato,bloco-servico,Dois instaladores manuseando painel de vidro grande com pelicula praca de alimentacao,rosto-visivel;vertical,20260523,1280,720,8.6,5,-90,S075
20260523_163957.mp4,video,pelicula-arquitetonica,4,retrato,bloco-servico,Close do painel de vidro com adesivos de protecao piso de madeira ao fundo,vertical,20260523,1280,720,13.2,8,-90,S075
20260523_164130(1).mp4,video,pelicula-arquitetonica,5,retrato,bloco-servico,Mao passando espatula azul em painel de vidro molhado durante instalacao,vertical,20260523,1280,720,18.3,12,-90,S075
20260523_164130.mp4,video,pelicula-arquitetonica,5,retrato,bloco-servico,Mesma cena de espatula no vidro duplicado,vertical,20260523,1280,720,18.3,12,-90,S075
20260523_221458.jpg,foto,pelicula-arquitetonica,3,paisagem,pagina-pelicula,Paineis de vidro com pelicula arquitetonica aplicada prontos para instalacao,bagunca-no-fundo,20260523,4080,3060,2.8,,,S076
20260526_175550(1).mp4,video,pelicula-automotiva,3,retrato,galeria,Lanterna traseira com filme decorativo Mister Film iluminada a noite,escuro;vertical,20260526,1280,720,23.9,16,-90,S094
20260526_175550.mp4,video,pelicula-automotiva,3,retrato,galeria,Mesma lanterna traseira iluminada a noite duplicado,escuro;vertical,20260526,1280,720,23.9,16,-90,S094
20260531_165718.jpg,foto,outro,3,retrato,galeria,Kombi branca The Dark Film exposta em evento automotivo ao ar livre,rosto-visivel;bagunca-no-fundo,20260531,4080,3060,2.8,,,S063
20260531_165908.jpg,foto,outro,3,retrato,galeria,Kombi branca The Dark Film vista de frente em evento automotivo,rosto-visivel;sequencia-parecida,20260531,4080,3060,2.7,,,S063
20260605_113110.jpg,foto,outro,4,retrato,galeria,SUV preto com vidros escuros exposto na oficina com mural de fuscas ao fundo,placa-visivel,20260605,3264,2448,2.6,,,S064
20260605_182635.jpg,foto,outro,5,retrato,hero,Volvo XC60 preto com farol aceso exposto na oficina The Dark Film,placa-visivel,20260605,4080,3060,3.3,,,S065
20260605_182728(1).jpg,foto,som-acessorios,4,paisagem,pagina-som,Tablet instalado no painel de Volvo exibindo cameras de 360 graus,nenhum,20260605,4080,3060,3.3,,,S110
20260605_182728.jpg,foto,som-acessorios,4,paisagem,descartar,Repeticao do tablet instalado no painel de Volvo,sequencia-parecida,20260605,4080,3060,3.3,,,S110
20260702_140758.jpg,foto,som-acessorios,3,retrato,pagina-som,Central multimidia instalada em painel de Toyota exibindo radio FM,nenhum,20260702,4080,3060,3.0,,,S111
20260702_140802.jpg,foto,som-acessorios,3,retrato,descartar,Central multimidia de Toyota em angulo aproximado exibindo radio FM,sequencia-parecida,20260702,4080,3060,2.9,,,S111
20260702_140809(1).jpg,foto,som-acessorios,4,paisagem,pagina-som,Painel completo de Toyota com central multimidia instalada e fachada da loja ao fundo,nenhum,20260702,3264,2448,2.4,,,S111
20260702_140809.jpg,foto,som-acessorios,4,paisagem,descartar,Repeticao do painel de Toyota com central multimidia instalada,sequencia-parecida,20260702,3264,2448,2.4,,,S111
20260711_203154.jpg,foto,outro,3,retrato,galeria,SUV eletrico cinza exposto na oficina com adesivo da bandeira do Brasil no capo,placa-visivel,20260711,3264,2448,2.0,,,S066
20260714_121053.jpg,foto,outro,4,retrato,galeria,Hatchback eletrico cinza exposto na oficina com faixa The Dark Film no para-brisa,nenhum,20260714,4080,3060,3.3,,,S067
20260714_121237.jpg,foto,outro,4,retrato,galeria,Traseira de hatchback eletrico cinza com luzes acesas na oficina,sequencia-parecida,20260714,4080,3060,3.3,,,S067
20260716_172321(1).jpg,foto,outro,5,retrato,hero,Volkswagen Quantum vinho em piso xadrez sob letreiro The Dark Film,placa-visivel,20260716,3264,2448,2.2,,,S068
20260716_172321.jpg,foto,outro,5,retrato,descartar,Repeticao do Volkswagen Quantum vinho no piso xadrez,placa-visivel;sequencia-parecida,20260716,3264,2448,2.2,,,S068
20260723_124648.mp4,video,pelicula-automotiva,4,retrato,hero-video,Reflexo no para-brisa mostrando maos passando espatula na aplicacao da pelicula,vertical,20260723,1280,720,13.3,8,-90,S095
20260723_142648.mp4,video,pelicula-automotiva,5,retrato,hero-video,Instalador de bone passando espatula no vidro lateral do carro por fora,vertical,20260723,1280,720,11.1,7,-90,S096
20260827_205327.jpg,foto,outro,3,paisagem,descartar,Painel digital original de Volkswagen Golf GTI com velocimetro e tela multimidia,nenhum,20260827,4080,3060,2.7,,,S069
20260827_205504.jpg,foto,outro,4,retrato,galeria,Volkswagen Golf GTI cinza exposto na oficina vista frontal,nenhum,20260827,4080,3060,2.7,,,S069
20260827_205602.mp4,video,outro,4,retrato,galeria,Grade dianteira de VW Golf GTI com placa The Dark Film,vertical,20260827,1280,720,8.5,5,-90,S069
20260827_205619.mp4,video,pelicula-automotiva,3,retrato,galeria,Farol de GTI com detalhe vermelho capo e para-brisa escurecido,vertical,20260827,1280,720,13.9,9,-90,S097
20260827_205647(1).mp4,video,outro,4,retrato,galeria,Emblema GTI na grade com placa parcial The Dark,vertical,20260827,1280,720,10.7,7,-90,S069
20260827_205647.mp4,video,outro,4,retrato,galeria,Mesmo emblema GTI na grade duplicado,vertical,20260827,1280,720,10.7,7,-90,S069
20260827_205845.mp4,video,outro,3,retrato,descartar,Painel do carro a noite mostrando computador de bordo sem acao clara,escuro;vertical,20260827,1280,720,24.6,16,-90,S069
20260827_210009.mp4,video,pelicula-automotiva,4,retrato,bloco-servico,Traseira de VW Golf com placa da empresa e vidro traseiro visivelmente escurecido,vertical,20260827,1280,720,13.8,9,-90,S097
20260827_210032.mp4,video,outro,4,retrato,galeria,Close da lanterna traseira com emblema GTI,vertical,20260827,1280,720,8.2,5,-90,S069
20260827_210111.mp4,video,pelicula-automotiva,5,retrato,hero-video,Perfil lateral completo do Golf mostrando todos os vidros escurecidos,vertical,20260827,1280,720,17.2,11,-90,S097
20260827_210135.mp4,video,pelicula-automotiva,4,retrato,bloco-servico,Close da porta traseira do Golf com vidro escurecido,vertical,20260827,1280,720,12.1,8,-90,S097
20260827_210150.mp4,video,pelicula-automotiva,5,retrato,galeria,Golf visto de tras e lado com vidros escurecidos e letreiro The Dark Film ao fundo,vertical,20260827,1280,720,9.5,6,-90,S097
20260827_210316.mp4,video,outro,2,retrato,descartar,Painel e volante a noite imagem escura e com leve tremor,escuro;tremido;vertical,20260827,1280,720,15.7,10,-90,S069
20260827_210338.mp4,video,outro,2,retrato,descartar,Painel e volante a noite mais desfocado que o anterior,escuro;tremido;vertical,20260827,1280,720,13.9,9,-90,S069
20260827_210451.mp4,video,outro,4,retrato,galeria,Traseira do Golf GTI com emblema VW placa The Dark Film e lanterna acesa,vertical,20260827,1280,720,10.4,7,-90,S069
IMG-20240119-WA0248.jpg,foto,som-acessorios,4,retrato,card-servico,Expositor de racks de teto e transbike na loja de acessorios,nenhum,20240119,3840,2160,1.9,,,S099
IMG-20240201-WA0074.jpg,foto,som-acessorios,5,paisagem,card-servico,Expositor de racks de teto Farad com sinalizacao de marca na loja,nenhum,20240201,3840,2160,2.0,,,S100
IMG-20250718-WA0128.jpg,foto,outro,3,retrato,galeria,Minimotos e scooters expostos na entrada da loja em piso xadrez,bagunca-no-fundo,20250718,3840,2160,1.5,,,S039
IMG-20250917-WA0249.jpg,foto,outro,2,retrato,descartar,Bicicletas estilo antigo expostas em ambiente de bar com pessoas ao fundo,rosto-visivel,20250917,3840,2160,1.4,,,S041
IMG-20260115-WA0030.jpg,foto,outro,4,paisagem,galeria,Mitsubishi Pajero branca estacionada na oficina,placa-visivel,20260115,3840,2160,1.5,,,S053
IMG-20260115-WA0032.jpg,foto,outro,3,retrato,galeria,Mitsubishi Pajero branca dentro da oficina com bicicletas na parede,sequencia-parecida;placa-visivel,20260115,3840,2160,1.5,,,S053
IMG-20260115-WA0034.jpg,foto,outro,4,retrato,galeria,Mitsubishi Pajero branca vista de tras com adesivo da bandeira do Brasil,placa-visivel;sequencia-parecida,20260115,3840,2160,1.8,,,S053
IMG-20260115-WA0036.jpg,foto,outro,4,retrato,galeria,Mitsubishi Pajero branca vista de frente com mural de kombis ao fundo,placa-visivel;sequencia-parecida,20260115,3840,2160,1.6,,,S053
IMG-20260522-WA0218.jpg,foto,outro,4,retrato,galeria,Geladeira personalizada The Dark Beer com bebidas na decoracao da loja,nenhum,20260522,3840,2160,1.2,,,S062
VID-20260822-WA0013.mp4,video,envelopamento,4,retrato,bloco-servico,Mao segurando canto de manta/vinil branco opaco sobre mesa video curto,muito-curto;vertical,20260822,478,850,.4,1,0,S005
VID-20260822-WA0014.mp4,video,envelopamento,5,retrato,bloco-servico,Mao com espatula azul aplicando vinil branco opaco sobre mesa video curto,muito-curto;vertical,20260822,478,850,.7,3,0,S005
VID-20260822-WA0015.mp4,video,envelopamento,4,retrato,bloco-servico,Instalador descolando o papel de protecao de manta branca video curto,muito-curto;vertical,20260822,478,850,.6,3,0,S005
VID-20260822-WA0016.mp4,video,pelicula-arquitetonica,4,retrato,bloco-servico,Painel de vidro com solucao de aplicacao borrifada cena ao ar livre,vertical,20260822,478,850,.9,4,0,S077
VID-20260822-WA0017.mp4,video,envelopamento,4,retrato,bloco-servico,Mao descolando papel de manta branca sobre mesa dobravel ao ar livre,vertical,20260822,478,850,1.2,6,0,S005
VID-20260822-WA0018.mp4,video,envelopamento,5,retrato,bloco-servico,Instalador levantando pelicula/PPF transparente molhada de um painel,vertical,20260822,478,850,1.0,5,0,S005
VID-20260822-WA0019.mp4,video,envelopamento,5,retrato,bloco-servico,Mao com espatula rosa fazendo acabamento na borda de painel branco,vertical,20260822,478,850,.9,5,0,S005
VID-20260827-WA0078.mp4,video,pelicula-arquitetonica,5,retrato,galeria,Corredor interno com porta de vidro fosco decorativo e parede de metro preto,vertical,20260827,478,850,5.0,21,0,S078
VID-20260828-WA0010.mp4,video,outro,1,retrato,descartar,Imagem muito tremula de porta de madeira mao segurando ferramenta,tremido;vertical,20260828,478,850,2.1,12,0,S070
VID-20260828-WA0012.mp4,video,pelicula-arquitetonica,5,retrato,galeria,Corredor com porta de madeira e divisoria de vidro fosco com friso laranja,vertical,20260828,478,850,1.0,6,0,S079
